keV,_data_xfm_16238b_raw_384D22_HighRes_66039_66039.0_0_E,SNIP,PIXE_Fit__GeoPIXE_
        1.156261205673218,       937474.8,       0.000000,       0.000000
        1.164815187454224,       1020268.,       0.000000,       0.000000
        1.173369169235229,       1103589.,       0.000000,       0.000000
        1.181922912597656,       1185166.,       0.000000,       0.000000
        1.190476894378662,       1257616.,       0.000000,       0.000000
        1.199030876159668,       1329392.,       0.000000,       0.000000
        1.207584857940674,       1389135.,       0.000000,       0.000000
        1.216138601303101,       1443179.,       0.000000,       0.000000
        1.224692583084106,       1488736.,       0.000000,       0.000000
        1.233246564865112,       1527565.,       0.000000,       0.000000
        1.241800546646118,       1552493.,       0.000000,       0.000000
        1.250354290008545,       1572442.,       0.000000,       0.000000
        1.258908271789551,       1583562.,       0.000000,       0.000000
        1.267462253570557,       1585310.,       0.000000,       0.000000
        1.276016235351562,       1594640.,       0.000000,       0.000000
        1.284570217132568,       1585205.,       1493636.,       1493636.
        1.293123960494995,       1578240.,       1493636.,       1493636.
        1.301677942276001,       1567513.,       1491588.,       1481485.
        1.310231924057007,       1551791.,       1489264.,       1478047.
        1.318785905838013,       1541021.,       1487786.,       1475418.
        1.327339649200439,       1531553.,       1485694.,       1472152.
        1.335893630981445,       1520994.,       1484262.,       1469539.
        1.344447612762451,       1510305.,       1483174.,       1467278.
        1.353001594543457,       1496966.,       1478591.,       1461550.
        1.361555337905884,       1486919.,       1475273.,       1457138.
        1.370109319686890,       1477546.,       1471183.,       1452028.
        1.378663301467896,       1463616.,       1463619.,       1443544.
        1.387217283248901,       1452738.,       1452738.,       1431869.
        1.395771026611328,       1440214.,       1440210.,       1418702.
        1.404325008392334,       1431446.,       1431446.,       1409482.
        1.412878990173340,       1422120.,       1422122.,       1399915.
        1.421432971954346,       1415383.,       1415385.,       1393179.
        1.429986953735352,       1407805.,       1407808.,       1385873.
        1.438540697097778,       1401154.,       1401148.,       1379784.
        1.447094678878784,       1392656.,       1392658.,       1372192.
        1.455648660659790,       1385544.,       1385538.,       1366324.
        1.464202642440796,       1379772.,       1379771.,       1362183.
        1.472756385803223,       1373310.,       1373308.,       1357745.
        1.481310367584229,       1368038.,       1368031.,       1354908.
        1.489864349365234,       1362731.,       1362730.,       1352479.
        1.498418331146240,       1359015.,       1359022.,       1352090.
        1.506972074508667,       1353991.,       1353987.,       1350829.
        1.515526056289673,       1342167.,       1342171.,       1343252.
        1.524080038070679,       1337115.,       1337122.,       1342911.
        1.532634019851685,       1331847.,       1333314.,       1344284.
        1.541188001632690,       1333321.,       1331861.,       1348486.
        1.549741744995117,       1328764.,       1328767.,       1351520.
        1.558295726776123,       1320939.,       1320940.,       1350291.
        1.566849708557129,       1320502.,       1320507.,       1356925.
        1.575403690338135,       1318163.,       1316872.,       1360821.
        1.583957433700562,       1321563.,       1313450.,       1365390.
        1.592511415481567,       1319302.,       1310569.,       1370959.
        1.601065397262573,       1323374.,       1305996.,       1375294.
        1.609619379043579,       1326033.,       1297647.,       1376313.
        1.618173122406006,       1328728.,       1293874.,       1382376.
        1.626727104187012,       1334090.,       1288173.,       1386985.
        1.635281085968018,       1341122.,       1283105.,       1392716.
        1.643835067749023,       1351056.,       1277852.,       1398768.
        1.652388811111450,       1357750.,       1272247.,       1404995.
        1.660942792892456,       1370384.,       1265692.,       1410825.
        1.669496774673462,       1379542.,       1260000.,       1418100.
        1.678050756454468,       1390996.,       1255900.,       1427579.
        1.686604738235474,       1407038.,       1251587.,       1437495.
        1.695158481597900,       1420751.,       1247289.,       1448109.
        1.703712463378906,       1440088.,       1242515.,       1458964.
        1.712266445159912,       1460937.,       1234874.,       1467701.
        1.720820426940918,       1475392.,       1230486.,       1480465.
        1.729374170303345,       1498972.,       1225775.,       1493700.
        1.737928152084351,       1520112.,       1223825.,       1510500.
        1.746482133865356,       1541275.,       1219163.,       1525387.
        1.755036115646362,       1560242.,       1212794.,       1539348.
        1.763589859008789,       1583726.,       1210528.,       1558156.
        1.772143840789795,       1610298.,       1206959.,       1576346.
        1.780697822570801,       1630096.,       1202595.,       1594350.
        1.789251804351807,       1650719.,       1195973.,       1610599.
        1.797805547714233,       1676928.,       1192202.,       1630077.
        1.806359529495239,       1695926.,       1184722.,       1646070.
        1.814913511276245,       1716848.,       1183424.,       1668292.
        1.823467493057251,       1735406.,       1179318.,       1687552.
        1.832021474838257,       1755521.,       1175607.,       1706833.
        1.840575218200684,       1771503.,       1171090.,       1724696.
        1.849129199981689,       1789480.,       1166404.,       1741525.
        1.857683181762695,       1803906.,       1161617.,       1757127.
        1.866237163543701,       1813437.,       1156608.,       1771116.
        1.874790906906128,       1823412.,       1152712.,       1784566.
        1.883344888687134,       1835074.,       1149182.,       1796478.
        1.891898870468140,       1832945.,       1144264.,       1804858.
        1.900452852249146,       1838110.,       1139502.,       1811037.
        1.909006595611572,       1834413.,       1134137.,       1814069.
        1.917560577392578,       1833300.,       1131001.,       1816631.
        1.926114559173584,       1829489.,       1127347.,       1815863.
        1.934668540954590,       1822273.,       1123874.,       1812392.
        1.943222522735596,       1807006.,       1119149.,       1804760.
        1.951776266098022,       1792229.,       1114040.,       1793853.
        1.960330247879028,       1778841.,       1110265.,       1781335.
        1.968884229660034,       1759075.,       1106791.,       1766212.
        1.977438211441040,       1738434.,       1103191.,       1748196.
        1.985991954803467,       1714082.,       1097546.,       1725551.
        1.994545936584473,       1687743.,       1093657.,       1702298.
        2.003099918365479,       1660894.,       1088564.,       1675734.
        2.011653900146484,       1636361.,       1085724.,       1649599.
        2.020207643508911,       1608656.,       1081521.,       1620585.
        2.028761625289917,       1576424.,       1076821.,       1589877.
        2.037315607070923,       1544956.,       1072535.,       1558715.
        2.045869588851929,       1511746.,       1068445.,       1527212.
        2.054423332214355,       1479126.,       1063616.,       1494752.
        2.062977313995361,       1450083.,       1059431.,       1463032.
        2.071531295776367,       1420658.,       1055954.,       1432403.
        2.080085277557373,       1387170.,       1052662.,       1402610.
        2.088639259338379,       1357314.,       1048276.,       1372613.
        2.097193002700806,       1332070.,       1044002.,       1343824.
        2.105746984481812,       1304896.,       1040472.,       1317046.
        2.114300966262817,       1277892.,       1037647.,       1292379.
        2.122854948043823,       1255854.,       1034220.,       1268616.
        2.131408691406250,       1236900.,       1030390.,       1246024.
        2.139962673187256,       1214598.,       1026214.,       1224692.
        2.148516654968262,       1196412.,       1021739.,       1204668.
        2.157070636749268,       1179907.,       1017663.,       1186624.
        2.165624380111694,       1167544.,       1014451.,       1170972.
        2.174178361892700,       1151302.,       1011025.,       1156560.
        2.182732343673706,       1140767.,       1006206.,       1142117.
        2.191286325454712,       1131199.,       1002661.,       1130204.
        2.199840068817139,       1118496.,       999551.9,       1119870.
        2.208394050598145,       1109476.,       995688.8,       1109802.
        2.216948032379150,       1102617.,       992176.7,       1100981.
        2.225502014160156,       1095464.,       986843.5,       1091115.
        2.234055995941162,       1086702.,       981130.4,       1081524.
        2.242609739303589,       1081050.,       977249.0,       1074309.
        2.251163721084595,       1075331.,       974387.9,       1068555.
        2.259717702865601,       1070768.,       970917.6,       1062539.
        2.268271684646606,       1065475.,       967146.9,       1056489.
        2.276825428009033,       1060508.,       964017.4,       1051275.
        2.285379409790039,       1054441.,       959975.4,       1045270.
        2.293933391571045,       1050826.,       955939.1,       1039344.
