keV,Region_18__Cr,SNIP,PIXE_Fit__GeoPIXE_
    -0.005249619483947754,       0.000000,       0.000000,       0.000000
     0.003370642662048340,       0.000000,       0.000000,       0.000000
      0.01199102401733398,       0.000000,       0.000000,       0.000000
      0.02061128616333008,       0.000000,       0.000000,       0.000000
      0.02923154830932617,       0.000000,       0.000000,       0.000000
      0.03785192966461182,       0.000000,       0.000000,       0.000000
      0.04647219181060791,       0.000000,       0.000000,       0.000000
      0.05509245395660400,       0.000000,       0.000000,       0.000000
      0.06371271610260010,       0.000000,       0.000000,       0.000000
      0.07233309745788574,       0.000000,       0.000000,       0.000000
      0.08095335960388184,       0.000000,       0.000000,       0.000000
      0.08957362174987793,       0.000000,       0.000000,       0.000000
      0.09819400310516357,       0.000000,       0.000000,       0.000000
       0.1068142652511597,       0.000000,       0.000000,       0.000000
       0.1154345273971558,       0.000000,       0.000000,       0.000000
       0.1240549087524414,       0.000000,       0.000000,       0.000000
       0.1326751708984375,       0.000000,       0.000000,       0.000000
       0.1412954330444336,       0.000000,       0.000000,       0.000000
       0.1499158143997192,       0.000000,       0.000000,       0.000000
       0.1585360765457153,       0.000000,       0.000000,       0.000000
       0.1671563386917114,       0.000000,       0.000000,       0.000000
       0.1757767200469971,       0.000000,       0.000000,       0.000000
       0.1843969821929932,       0.000000,       0.000000,       0.000000
       0.1930172443389893,       0.000000,       0.000000,       0.000000
       0.2016376256942749,       0.000000,       0.000000,       0.000000
       0.2102578878402710,       0.000000,       0.000000,       0.000000
       0.2188781499862671,       0.000000,       0.000000,       0.000000
       0.2274985313415527,       0.000000,       0.000000,       0.000000
       0.2361187934875488,       0.000000,       0.000000,       0.000000
       0.2447390556335449,       0.000000,       0.000000,       0.000000
       0.2533594369888306,       0.000000,       0.000000,       0.000000
       0.2619796991348267,       0.000000,       0.000000,       0.000000
       0.2705999612808228,       0.000000,       0.000000,       0.000000
       0.2792202234268188,       0.000000,       0.000000,       0.000000
       0.2878406047821045,       0.000000,       0.000000,       0.000000
       0.2964608669281006,       0.000000,       0.000000,       0.000000
       0.3050811290740967,       0.000000,       0.000000,       0.000000
       0.3137015104293823,       0.000000,       0.000000,       0.000000
       0.3223217725753784,       0.000000,       0.000000,       0.000000
       0.3309420347213745,       0.000000,       0.000000,       0.000000
       0.3395624160766602,       0.000000,       0.000000,       0.000000
       0.3481826782226562,       0.000000,       0.000000,       0.000000
       0.3568029403686523,       0.000000,       0.000000,       0.000000
       0.3654233217239380,       0.000000,       0.000000,       0.000000
       0.3740435838699341,       0.000000,       0.000000,       0.000000
       0.3826638460159302,       0.000000,       0.000000,       0.000000
       0.3912842273712158,       0.000000,       0.000000,       0.000000
       0.3999044895172119,       0.000000,       0.000000,       0.000000
       0.4085247516632080,       0.000000,       0.000000,       0.000000
       0.4171451330184937,       0.000000,       0.000000,       0.000000
       0.4257653951644897,       0.000000,       0.000000,       0.000000
       0.4343856573104858,       0.000000,       0.000000,       0.000000
       0.4430060386657715,       0.000000,       0.000000,       0.000000
       0.4516263008117676,       0.000000,       0.000000,       0.000000
       0.4602465629577637,       0.000000,       0.000000,       0.000000
       0.4688669443130493,       0.000000,       0.000000,       0.000000
       0.4774872064590454,       0.000000,       0.000000,       0.000000
       0.4861074686050415,       0.000000,       0.000000,       0.000000
       0.4947278499603271,       0.000000,       0.000000,       0.000000
       0.5033481121063232,       0.000000,       0.000000,       0.000000
       0.5119683742523193,       0.000000,       0.000000,       0.000000
       0.5205886363983154,       0.000000,       0.000000,       0.000000
       0.5292090177536011,       0.000000,       0.000000,       0.000000
       0.5378292798995972,       0.000000,       0.000000,       0.000000
       0.5464495420455933,       0.000000,       0.000000,       0.000000
       0.5550699234008789,       0.000000,       0.000000,       0.000000
       0.5636901855468750,       0.000000,       0.000000,       0.000000
       0.5723104476928711,       0.000000,       0.000000,       0.000000
       0.5809308290481567,       0.000000,       0.000000,       0.000000
       0.5895510911941528,       0.000000,       0.000000,       0.000000
       0.5981713533401489,       0.000000,       0.000000,       0.000000
       0.6067917346954346,       0.000000,       0.000000,       0.000000
       0.6154119968414307,       0.000000,       0.000000,       0.000000
       0.6240322589874268,       0.000000,       0.000000,       0.000000
       0.6326526403427124,       0.000000,       0.000000,       0.000000
       0.6412729024887085,       0.000000,       0.000000,       0.000000
       0.6498931646347046,       0.000000,       0.000000,       0.000000
       0.6585135459899902,       0.000000,       0.000000,       0.000000
       0.6671338081359863,       0.000000,       0.000000,       0.000000
       0.6757540702819824,       0.000000,       0.000000,       0.000000
       0.6843744516372681,       0.000000,       0.000000,       0.000000
       0.6929947137832642,       0.000000,       0.000000,       0.000000
       0.7016149759292603,       0.000000,       0.000000,       0.000000
       0.7102353572845459,       0.000000,       0.000000,       0.000000
       0.7188556194305420,       0.000000,       0.000000,       0.000000
       0.7274758815765381,       0.000000,       0.000000,       0.000000
       0.7360961437225342,       0.000000,       0.000000,       0.000000
       0.7447165250778198,       0.000000,       0.000000,       0.000000
       0.7533367872238159,       0.000000,       0.000000,       0.000000
       0.7619570493698120,       0.000000,       0.000000,       0.000000
       0.7705774307250977,       0.000000,       0.000000,       0.000000
       0.7791976928710938,       0.000000,       0.000000,       0.000000
       0.7878179550170898,       0.000000,       0.000000,       0.000000
       0.7964383363723755,       0.000000,       0.000000,       0.000000
       0.8050585985183716,       0.000000,       0.000000,       0.000000
       0.8136788606643677,       0.000000,       0.000000,       0.000000
       0.8222992420196533,       1.000000,       0.000000,       0.000000
       0.8309195041656494,       0.000000,       0.000000,       0.000000
       0.8395397663116455,       0.000000,       0.000000,       0.000000
       0.8481600284576416,       0.000000,       0.000000,       0.000000
       0.8567802906036377,       0.000000,       0.000000,       0.000000
       0.8654007911682129,       0.000000,       0.000000,       0.000000
       0.8740210533142090,       0.000000,       0.000000,       0.000000
       0.8826413154602051,       3.000000,       0.000000,       0.000000
       0.8912615776062012,       2.000000,       0.000000,       0.000000
       0.8998818397521973,       4.000000,       0.000000,       0.000000
       0.9085021018981934,       7.000000,       0.000000,       0.000000
       0.9171226024627686,       5.000000,       0.000000,       0.000000
       0.9257428646087646,       7.000000,       0.000000,       0.000000
       0.9343631267547607,       9.000000,       0.000000,       0.000000
       0.9429833889007568,       12.00000,       0.000000,       0.000000
       0.9516036510467529,       23.00000,       0.000000,       0.000000
       0.9602239131927490,       17.00000,       0.000000,       0.000000
       0.9688444137573242,       31.00000,       0.000000,       0.000000
       0.9774646759033203,       34.00000,       0.000000,       0.000000
       0.9860849380493164,       43.00000,       0.000000,       0.000000
       0.9947052001953125,       59.00000,       0.000000,       0.000000
        1.003325462341309,       72.00000,       0.000000,       0.000000
        1.011945724487305,       84.00000,       0.000000,       0.000000
        1.020566225051880,       103.0000,       0.000000,       0.000000
        1.029186487197876,       95.00000,       0.000000,       0.000000
        1.037806749343872,       119.0000,       0.000000,       0.000000
        1.046427011489868,       175.0000,       0.000000,       0.000000
        1.055047273635864,       170.0000,       0.000000,       0.000000
        1.063667535781860,       207.0000,       0.000000,       0.000000
        1.072287797927856,       237.0000,       0.000000,       0.000000
        1.080908298492432,       262.0000,       0.000000,       0.000000
        1.089528560638428,       308.0000,       0.000000,       0.000000
        1.098148822784424,       361.0000,       0.000000,       0.000000
        1.106769084930420,       374.0000,       0.000000,       0.000000
        1.115389347076416,       372.0000,       0.000000,       0.000000
        1.124009609222412,       472.0000,       0.000000,       0.000000
        1.132630109786987,       452.0000,       0.000000,       0.000000
        1.141250371932983,       484.0000,       0.000000,       0.000000
        1.149870634078979,       528.0000,       0.000000,       0.000000
        1.158490896224976,       578.0000,       0.000000,       0.000000
        1.167111158370972,       581.0000,       0.000000,       0.000000
        1.175731420516968,       622.0000,       0.000000,       0.000000
        1.184351921081543,       684.0000,       0.000000,       0.000000
        1.192972183227539,       731.0000,       0.000000,       0.000000
        1.201592445373535,       737.0000,       0.000000,       0.000000
        1.210212707519531,       726.0000,       0.000000,       0.000000
        1.218832969665527,       830.0000,       0.000000,       0.000000
        1.227453231811523,       837.0000,       0.000000,       0.000000
        1.236073732376099,       902.0000,       0.000000,       0.000000
        1.244693994522095,       915.0000,       0.000000,       0.000000
        1.253314256668091,       847.0000,       0.000000,       0.000000
        1.261934518814087,       924.0000,       0.000000,       0.000000
        1.270554780960083,       893.0000,       0.000000,       0.000000
        1.279175043106079,       950.0000,       0.000000,       0.000000
        1.287795305252075,       968.0000,       923.0000,       923.0000
        1.296415805816650,       923.0000,       923.0000,       919.9769
        1.305036067962646,       979.0000,       923.0000,       919.6175
        1.313656330108643,       1014.000,       923.0000,       919.2506
        1.322276592254639,       937.0000,       923.0000,       918.8818
        1.330896854400635,       966.0000,       923.0000,       918.5178
        1.339517116546631,       915.0000,       923.0000,       918.1663
        1.348137617111206,       929.0000,       923.0000,       917.8360
        1.356757879257202,       921.0000,       923.0000,       917.5367
        1.365378141403198,       898.0000,       923.0000,       917.2789
        1.373998403549194,       949.0000,       921.6195,       915.6939
        1.382618665695190,       903.0000,       921.0000,       914.9353
        1.391238927841187,       904.0000,       918.6494,       912.5239
        1.399859428405762,       971.0000,       915.0000,       908.9058
        1.408479690551758,       944.0000,       912.0000,       906.0428
        1.417099952697754,       912.0000,       904.0000,       898.2996
        1.425720214843750,       929.0000,       903.0000,       897.6904
        1.434340476989746,       956.0000,       898.0000,       893.2292
        1.442960739135742,       856.0000,       880.0000,       875.9297
        1.451581239700317,       860.0000,       869.5668,       866.3721
        1.460201501846313,       845.0000,       863.7762,       861.6448
        1.468821763992310,       880.0000,       860.8404,       859.9720
        1.477442026138306,       817.0000,       860.0000,       860.6053
        1.486062288284302,       856.0000,       856.0000,       858.3000
        1.494682550430298,       897.0000,       856.0000,       860.2250
        1.503302812576294,       840.0000,       853.0000,       859.3882
        1.511923313140869,       852.0000,       852.0000,       860.7970
        1.520543575286865,       902.0000,       845.0000,       856.4575
        1.529163837432861,       892.0000,       840.0000,       854.3750
        1.537784099578857,       815.0000,       840.0000,       857.5541
        1.546404361724854,       840.0000,       835.0000,       855.9988
        1.555024623870850,       801.0000,       834.3124,       859.0251
        1.563645124435425,       892.0000,       833.2202,       861.9194
        1.572265386581421,       850.0000,       832.4209,       865.3831
        1.580885648727417,       835.0000,       831.4027,       868.9074
        1.589505910873413,       864.0000,       825.5704,       867.9015
        1.598126173019409,       840.0000,       817.0000,       864.4475
        1.606746435165405,       853.0000,       816.9837,       869.8459
        1.615366935729980,       854.0000,       815.0000,       873.5853
        1.623987197875977,       810.0000,       810.0000,       874.6299
        1.632607460021973,       842.0000,       807.6187,       878.6303
        1.641227722167969,       893.0000,       804.8840,       882.6337
        1.649847984313965,       827.0000,       804.5865,       889.4530
        1.658468246459961,       792.0000,       801.0000,       893.3881
        1.667088747024536,       880.0000,       797.9524,       898.2965
        1.675709009170532,       901.0000,       795.1188,       903.8860
        1.684329271316528,       861.0000,       795.0862,       912.7791
        1.692949533462524,       916.0000,       790.8322,       917.9908
        1.701569795608521,       914.0000,       786.1736,       923.3772
        1.710190057754517,       904.0000,       786.0886,       933.9551
        1.718810319900513,       968.0000,       783.8495,       943.0344
        1.727430820465088,       963.0000,       780.6898,       951.8833
        1.736051082611084,       992.0000,       778.0863,       962.0086
        1.744671344757080,       1005.000,       776.9156,       974.3101
        1.753291606903076,       1023.000,       775.5365,       987.1612
        1.761911869049072,       1022.000,       771.9336,       998.5499
        1.770532131195068,       1037.000,       768.7682,       1011.128
        1.779152631759644,       1069.000,       768.3602,       1027.192
        1.787772893905640,       1072.000,       767.1709,       1043.162
        1.796393156051636,       1053.000,       765.9688,       1059.746
        1.805013418197632,       1081.000,       761.3741,       1073.488
        1.813633680343628,       1112.000,       759.6639,       1090.566
        1.822253942489624,       1121.000,       755.2084,       1105.231
        1.830874443054199,       1109.000,       755.0211,       1124.361
        1.839494705200195,       1196.000,       750.4839,       1139.181
        1.848114967346191,       1213.000,       749.1699,       1157.092
        1.856735229492188,       1196.000,       747.3958,       1174.224
        1.865355491638184,       1200.000,       744.3093,       1189.528
        1.873975753784180,       1191.000,       744.1172,       1207.004
        1.882596254348755,       1229.000,       738.5827,       1218.209
        1.891216516494751,       1231.000,       735.7410,       1230.970
        1.899836778640747,       1306.000,       731.7725,       1241.266
        1.908457040786743,       1347.000,       727.1841,       1249.411
        1.917077302932739,       1247.000,       726.5488,       1259.804
        1.925697565078735,       1265.000,       726.0319,       1268.451
        1.934317827224731,       1282.000,       724.3163,       1273.904
        1.942938327789307,       1277.000,       720.8989,       1275.551
        1.951558589935303,       1309.000,       720.7843,       1278.320
        1.960178852081299,       1265.000,       719.0328,       1277.156
        1.968799114227295,       1222.000,       717.7712,       1274.128
        1.977419376373291,       1207.000,       717.0552,       1269.300
        1.986039638519287,       1241.000,       715.2252,       1261.056
        1.994660139083862,       1213.000,       708.2358,       1245.430
        2.003280401229858,       1311.000,       706.8074,       1233.251
        2.011900663375854,       1221.000,       706.2919,       1220.010
        2.020520925521851,       1193.000,       704.1079,       1203.290
        2.029141187667847,       1157.000,       698.6581,       1181.681
        2.037761449813843,       1148.000,       696.7811,       1162.226
        2.046381950378418,       1134.000,       696.7310,       1143.397
        2.055002212524414,       1116.000,       694.7052,       1121.619
        2.063622474670410,       1093.000,       694.6120,       1101.030
        2.072242736816406,       1040.000,       692.1976,       1077.604
        2.080862998962402,       1020.000,       691.1887,       1055.291
        2.089483261108398,       1002.000,       682.4584,       1025.179
        2.098103761672974,       956.0000,       680.8482,       1002.310
        2.106724023818970,       997.0000,       680.0758,       980.5840
        2.115344285964966,       1004.000,       679.3340,       959.3605
        2.123964548110962,       945.0000,       676.6699,       936.8307
        2.132584810256958,       894.0000,       675.2533,       916.2874
        2.141205072402954,       855.0000,       674.7086,       897.4553
        2.149825572967529,       900.0000,       673.9374,       879.3143
        2.158445835113525,       858.0000,       671.0103,       859.9913
        2.167066097259521,       859.0000,       670.3614,       843.9562
        2.175686359405518,       835.0000,       666.5464,       825.7811
        2.184306621551514,       819.0000,       660.7918,       806.6918
        2.192926883697510,       832.0000,       658.0712,       791.6458
        2.201547145843506,       740.0000,       656.2141,       778.4434
        2.210167646408081,       787.0000,       655.7385,       767.5626
        2.218787908554077,       748.0000,       655.0461,       757.3571
        2.227408170700073,       720.0000,       651.7470,       745.3817
        2.236028432846069,       810.0000,       648.8072,       734.5439
        2.244648694992065,       705.0000,       648.3813,       726.9369
        2.253268957138062,       749.0000,       647.2913,       719.3214
        2.261889457702637,       766.0000,       646.8138,       712.9136
        2.270509719848633,       704.0000,       645.3250,       706.0315
        2.279129981994629,       726.0000,       644.5420,       700.3335
        2.287750244140625,       679.0000,       639.7933,       691.0884
        2.296370506286621,       677.0000,       637.8052,       684.9744
        2.304990768432617,       713.0000,       636.3906,       679.7615
        2.313611268997192,       669.0000,       635.8700,       675.7321
        2.322231531143188,       652.0000,       630.7443,       667.3540
        2.330851793289185,       638.0000,       629.9184,       663.5037
        2.339472055435181,       642.0000,       627.6667,       658.4312
        2.348092317581177,       699.0000,       627.1459,       655.2733
        2.356712579727173,       637.0000,       625.6667,       651.3238
        2.365333080291748,       619.0000,       622.3333,       645.6733
        2.373953342437744,       627.0000,       619.0000,       640.1651
        2.382573604583740,       631.0000,       616.8773,       636.0007
        2.391193866729736,       625.0000,       616.2934,       633.5012
        2.399814128875732,       614.0000,       614.3527,       629.7650
        2.408434391021729,       594.0000,       613.6666,       627.3986
        2.417054653167725,       611.0000,       611.0000,       623.1633
        2.425675153732300,       651.0000,       611.0000,       621.7027
        2.434295415878296,       607.0000,       609.3333,       618.6808
        2.442915678024292,       587.0000,       608.3699,       616.4653
        2.451535940170288,       645.0000,       608.2722,       615.2167
        2.460156202316284,       621.0000,       606.3333,       612.2269
        2.468776464462280,       601.0000,       602.8234,       607.7650
        2.477396965026855,       580.0000,       601.6667,       605.7550
        2.486017227172852,       627.0000,       601.1854,       604.5193
        2.494637489318848,       598.0000,       600.6667,       603.3462
        2.503257751464844,       603.0000,       599.6667,       601.7932
        2.511878013610840,       579.0000,       596.3333,       598.0106
        2.520498275756836,       617.0000,       594.6667,       596.0017
        2.529118776321411,       556.0000,       594.0000,       595.1034
        2.537739038467407,       591.0000,       593.6667,       594.6535
        2.546359300613403,       630.0000,       593.3333,       594.3237
        2.554979562759399,       611.0000,       593.1229,       594.2426
        2.563599824905396,       600.0000,       592.3333,       593.7139
        2.572220087051392,       581.0000,       592.0622,       593.8414
        2.580840587615967,       608.0000,       588.6667,       590.9889
        2.589460849761963,       577.0000,       588.4869,       591.5027
        2.598081111907959,       562.0000,       588.4869,       592.3533
        2.606701374053955,       602.0000,       588.0000,       592.8801
        2.615321636199951,       617.0000,       587.0734,       593.1361
        2.623941898345947,       563.0000,       586.4956,       593.9153
        2.632562160491943,       633.0000,       586.4956,       595.4515
        2.641182661056519,       546.0000,       584.3112,       594.9869
        2.649802923202515,       581.0000,       584.0000,       596.5829
        2.658423185348511,       591.0000,       582.8229,       597.5037
        2.667043447494507,       612.0000,       582.7348,       599.7068
        2.675663709640503,       596.0000,       582.3333,       601.7917
        2.684283971786499,       584.0000,       582.2049,       604.3463
        2.692904472351074,       629.0000,       581.7180,       606.7394
        2.701524734497070,       583.0000,       581.5909,       609.6897
        2.710144996643066,       591.0000,       580.6667,       612.0392
        2.718765258789062,       608.0000,       580.3333,       615.1746
        2.727385520935059,       623.0000,       579.9168,       618.4199
        2.736005783081055,       642.0000,       579.5715,       621.9263
        2.744626283645630,       570.0000,       578.8671,       625.2598
        2.753246545791626,       671.0000,       578.5016,       629.1136
        2.761866807937622,       621.0000,       577.6385,       632.6453
        2.770487070083618,       656.0000,       577.3997,       636.9702
        2.779107332229614,       596.0000,       577.3997,       641.6949
        2.787727594375610,       657.0000,       577.1339,       646.3062
        2.796348094940186,       654.0000,       577.1339,       651.3257
        2.804968357086182,       652.0000,       577.1339,       656.4772
        2.813588619232178,       695.0000,       577.1070,       661.7225
        2.822208881378174,       631.0000,       576.5862,       666.5832
        2.830829143524170,       711.0000,       575.5248,       671.0012
        2.839449405670166,       725.0000,       574.5112,       675.5541
        2.848069667816162,       738.0000,       573.6136,       680.3003
        2.856689929962158,       728.0000,       573.6136,       686.0134
        2.865310192108154,       727.0000,       573.3699,       691.5472
        2.873930454254150,       730.0000,       572.4553,       696.4727
        2.882551193237305,       764.0000,       572.4553,       702.3785
        2.891171455383301,       718.0000,       570.2609,       706.1639
        2.899791717529297,       745.0000,       570.2609,       712.2330
        2.908411979675293,       791.0000,       570.1531,       718.3070
        2.917032241821289,       801.0000,       570.1531,       724.6335
        2.925652503967285,       773.0000,       569.4338,       730.4280
        2.934272766113281,       753.0000,       568.8331,       736.5818
        2.942893028259277,       833.0000,       568.4548,       743.2643
        2.951513290405273,       848.0000,       567.8461,       750.1016
        2.960133552551270,       734.0000,       567.6334,       757.8101
        2.968753814697266,       771.0000,       567.6084,       766.2775
        2.977374076843262,       844.0000,       567.5210,       775.3696
        2.985994815826416,       832.0000,       567.3848,       785.2317
        2.994615077972412,       935.0000,       567.3848,       796.1928
        3.003235340118408,       857.0000,       567.3848,       808.2726
        3.011855602264404,       850.0000,       567.2395,       821.4918
        3.020475864410400,       905.0000,       567.1931,       836.2688
        3.029096126556396,       881.0000,       566.3501,       851.8879
        3.037716388702393,       930.0000,       566.1769,       869.9974
        3.046336650848389,       901.0000,       565.2916,       889.3973
        3.054956912994385,       860.0000,       564.7861,       911.3563
        3.063577175140381,       904.0000,       564.7861,       936.1671
        3.072197437286377,       884.0000,       563.8751,       962.5681
        3.080817699432373,       944.0000,       563.8751,       992.5173
        3.089437961578369,       919.0000,       563.5417,       1024.884
        3.098058700561523,       971.0000,       562.3220,       1059.202
        3.106678962707520,       993.0000,       562.2671,       1097.578
        3.115299224853516,       936.0000,       562.1531,       1138.808
        3.123919486999512,       945.0000,       562.0279,       1182.924
        3.132539749145508,       1094.000,       562.0181,       1229.997
        3.141160011291504,       946.0000,       561.9498,       1279.759
        3.149780273437500,       1017.000,       561.2068,       1331.461
        3.158400535583496,       1110.000,       561.0435,       1386.190
